ID number,Biggest_Challenge,Inflation_Challenge,Unemployment_Challenge,NHS_Challenge,Education_Challenge,Security_Challenge,Tax_Challenge,Crime_Challenge,ClimateChange_Challenge,Energy_Challenge,Energy_thought,Renewable_thought,Lights_on,Boil_kettle,Wash_clothes,Room_temp,Heat_on,Glazing,Biomass_boiler,Air_source_heat_pump,Ground_source_heat_pump,Solar_thermal,Rep_old_boiler,Smart_meter,Electric_car,Renew_Econ_benefit,Renew_energy_dev,Renew_energy_dev_comm,Support_wind_onshore,Support_biomass,Support_wind_offshore,Support_waveTidal,Support_solar,Nuclear_ClimateChange,Nuclear_afford_energy,Nuclear_Economic,Nuclear_benefit_risk,CCS,Energy_Bill_cost,Food_Cost,Transport_costs,Mortgage_Rent_costs,ClimChange_concerns,ClimChange_cause,Future_energy_price,Future_power_cuts,Future_fossilfuel_supply,Future_energy_dependence,Future_altEnergy_invest,Future_altEnergy_dev,Energy_source_mix,Property_type ,Heating_method_prim,Number_Adults,Number_people,Children,Gender,Tenure ,Working_status,Age,Area,Income
33,National Health Service,No,No,Yes,Yes,No,Yes,No,No,No,A fair amount,Support,Never,Never,Always ,Always ,Quite often ,Yes,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,"I have thought about buying an electric car or van, but have decided not to",Strongly agree,Neither agree nor disagree,Strongly agree,Oppose ,Support,Support,Support,Oppose ,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Fairly worried,Very worried,Very worried,Not at all worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Fairly concerned,Very concerned,Very concerned,Very concerned,Strongly agree,Terrace Property,Gas,2,4,Child,Female,Being bought on mortgage,Part time,35-44,Urban,25000
34,Unemployment,Yes,Yes,No,No,No,Yes,No,No,No,A fair amount,Support,Never,Occasionally,Never,Very often,Occasionally,No,Haven't thought about doing this ,Haven't heard of this ,Haven't thought about doing this ,Haven't thought about doing this ,Already done\ have this ,No - I have never heard of them,"I am thinking about buying an electric car or van, but I haven't thought about when I will buy it",Slightly agree,Slightly agree,Slightly agree,Support,Support,Support,Support,Strongly support,Slightly disagree,Neither agree nor disagree,Slightly disagree,The risks slightly outweigh the benefits,Aware of it but don't really know what it is ,Fairly worried,Not very worried,Fairly worried,Not very worried,Not very concerned,Climate change is mainly caused by natural processes,Fairly concerned,Not very concerned,Fairly concerned,Very concerned,Fairly concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,5,5,No child,Male,Other,Full time,25-34,Urban,50000
35,Unemployment,Yes,Yes,No,Yes,No,No,No,No,No,A fair amount,Support,Never,Never,Never,Quite often ,Occasionally,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Thinking about doing this ,"Yes, I have heard of smart meters but I do not have one","I have thought about buying an electric car or van, but have decided not to",Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Support,Support,Support,Support,Slightly agree,Slightly agree,Neither agree nor disagree,The benefits and risks are about the same,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Fairly worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Fairly concerned,Very concerned,Fairly concerned,Very concerned,Very concerned,Strongly agree,Detached Property,Oil,1,2,Child,Male,Rented from private landlord,Full time,25-34,Rural,NA
36,Unemployment,Yes,Yes,No,No,No,Yes,No,No,No,A fair amount,Support,Never,Never,Occasionally,Quite often ,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Slightly agree,Slightly agree,Support,Support,Support,Support,Support,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,The risks far outweigh the benefits ,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Not very worried,Fairly concerned,Climate change is entirely caused by human activity,Very concerned,Very concerned,Fairly concerned,Very concerned,Very concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,2,4,No child,Female,Being bought on mortgage,Full time,25-34,Urban,NA
37,Education,No,No,Yes,Yes,No,No,No,No,Yes,A fair amount,Support,Never,Never,Very often,Always ,Occasionally,Yes,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Thinking about doing this ,"Yes, I have heard of smart meters but I do not have one","I have thought about buying an electric car or van, but have decided not to",Slightly agree,Neither agree nor disagree,Slightly agree,Neither support nor oppose,Support,Support,Strongly support,Support,Neither agree nor disagree,Slightly agree,Slightly agree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Fairly worried,Not very worried,Fairly worried,Not at all worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Very concerned,Very concerned,Fairly concerned,Very concerned,Strongly agree,Semi Detached Property,Gas,1,1,No child,Female,Owned outright by household,Retired,65,Urban,NA
38,Unemployment,No,Yes,No,Yes,No,No,Yes,No,No,A fair amount,Support,Never,Occasionally,Don't know,Don't know,Never,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't heard of this ,Thinking about doing this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Not very worried,Not at all concerned,Climate change is mainly caused by natural processes,Very concerned,Not at all concerned,Not at all concerned,Not very concerned,Not at all concerned,Not at all concerned,Neither agree nor disagree,Semi Detached Property,Gas,1,1,No child,Male,Being bought on mortgage,Full time,25-34,Urban,NA
39,National Health Service,Yes,No,Yes,No,No,No,Yes,No,No,A fair amount,Support,Never,Very often,Very often,Never,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Thinking about doing this,Already done\ have this ,No - I have never heard of them,I have never heard of electric cars or vans,Strongly agree,Strongly agree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly agree,Strongly agree,Strongly agree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Fairly worried,Very concerned,Climate change is entirely caused by human activity,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Fairly concerned,Slightly agree,Semi Detached Property,Gas,3,3,No child,Male,Owned outright by household,Retired,55-64,Urban,20000
40,National Health Service,No,No,Yes,No,No,Yes,Yes,No,No,A fair amount,Support,Never,Never,Never,Very often,Never,Yes,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Haven't thought about doing this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Strongly agree,Slightly agree,Strongly agree,Support,Support,Strongly support,Support,Neither support nor oppose,Slightly agree,Slightly agree,Slightly agree,The benefits and risks are about the same,Aware of it but don't really know what it is ,Fairly worried,Not very worried,Very worried,Not at all worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Strongly agree,Terrace Property,Gas,2,2,No child,Male,Owned outright by household,Retired,65,Urban,NA
41,Energy supply,Yes,Yes,No,No,No,No,No,No,Yes,A fair amount,Support,Never,Never,Always ,Always ,Never,Yes,Haven't thought about doing this ,Haven't heard of this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Already done\ have this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Slightly agree,Neither agree nor disagree,Slightly agree,Oppose ,Neither support nor oppose,Oppose ,Support,Support,Slightly agree,Neither agree nor disagree,Slightly agree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Very worried,Not at all worried,Not very concerned,Climate change is mainly caused by natural processes,Very concerned,Fairly concerned,Fairly concerned,Very concerned,Very concerned,Not very concerned,Strongly agree,Terrace Property,Gas,2,2,No child,Female,Owned outright by household,Retired,65,Urban,15999
42,Crime\law and order,No,Yes,No,Yes,No,No,Yes,No,No,A fair amount,Support,Never,Never,Very often,Always ,Occasionally,Yes,Haven't heard of this,Haven't heard of this ,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Strongly agree,Strongly agree,Support,Support,Support,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,The benefits and risks are about the same,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Fairly worried,Fairly concerned,Climate change is mainly caused by natural processes,Fairly concerned,Not very concerned,Very concerned,Very concerned,Fairly concerned,Very concerned,Slightly agree,Semi Detached Property,Gas,1,2,Child,Female,Rented from local authority,Not working not looking,25-34,Urban,15999
43,Unemployment,Yes,Yes,No,No,No,No,No,Yes,No,A fair amount,Support,Never,Occasionally,Occasionally,Very often,Never,Yes,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Already done\ have this ,"Yes, I have heard of smart meters but I do not have one",Don't know,Slightly agree,Strongly disagree,Slightly agree,Oppose ,Neither support nor oppose,Oppose ,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Not very worried,Very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Very concerned,Very concerned,Fairly concerned,Neither agree nor disagree,Terrace Property,Gas,1,1,No child,Male,Being bought on mortgage,Not working Looking,55-64,Urban,NA
44,Inflation\rising prices,Yes,Yes,Yes,No,No,No,No,No,No,A fair amount,Support,Never,Occasionally,Always ,Always ,Never,No,Don't want to\probably won't do this ,Haven't thought about doing this,Haven't thought about doing this ,Don't want to\probably won't do this,Not Applicable,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Slightly agree,Slightly disagree,Strongly agree,Support,Support,Support,Support,Support,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,The risks slightly outweigh the benefits,Aware of it but don't really know what it is ,Fairly worried,Not very worried,Fairly worried,Not very worried,Very concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Very concerned,Very concerned,Fairly concerned,Strongly agree,Detached Property,Gas,4,4,No child,Female,Being bought on mortgage,Part time (under 8 hrs),55-64,Urban,20000
45,Climate change,No,No,No,Yes,No,No,No,Yes,Yes,A fair amount,Support,Never,Always ,Always ,Never,Never,No,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,"Yes, I have a smart meter",I haven't really thought about buying an electric car or van,Strongly agree,Strongly agree,Strongly agree,Strongly support,Neither support nor oppose,Strongly support,Strongly support,Strongly support,Slightly agree,Neither agree nor disagree,Strongly agree,The benefits slightly outweigh the risks ,Aware of it but don't really know what it is ,Fairly worried,Fairly worried,Fairly worried,Fairly worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Very concerned,Very concerned,Very concerned,Very concerned,Strongly agree,Terrace Property,Gas,3,4,Child,Male,Rented from private landlord,Full time education,16-24,Urban,NA
